URL,Title,Channel,Contains ad,Sentiment,Product name,Affiliate link,Sponsorship disclosure,Sponsorship disclosure II,Note
https://www.youtube.com/watch?v=B9TreqswmyY,WHY AM I SCARED? | DAY IN THE LIFE VLOG,Kate Murnane,no,,,,none,,
https://www.youtube.com/watch?v=EicfdwgIUxE,DREAMLAND | VLOG ad,Kate Murnane,yes,,,,This video was created in collaboration with Pampers. They recently got in touch to ask if Archie would like to test their NEW Baby-Dry Pants.,,
https://www.youtube.com/watch?v=0hz0kDEaB-s,LEARNING TO ROCK CLIMB! | Weekly Vlog AD,Niomi Smart,yes,,,,This video contains a paid for advertorial.,"Loved this challenge set to me by TEMPUR mattress! https://goo.gl/sEH6kH You guys know how much I LOVE my sleep, so I was so excited to see how the TEMPUR Original Deluxe memory foam mattress helped me achieve my goal. Turns out 'This Sleep is Power'!",
https://www.youtube.com/watch?v=62uYW--PcTI,24 Hours In Sweden | Niomi Smart VLOG,Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=fKWp6MrPYh8,The Best Day Ever In Mexico | Niomi Smart VLOG,Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=qYkEs9H7KFc,24 Hours In Provence | Niomi Smart,Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=5kZHOxWMAEs,A Day In The Life Of A Youtuber | Niomi Smart AD,Niomi Smart,yes,,,,This video contains paid for advertorial by Naked Smoothies. SUBSCRIBE,,
https://www.youtube.com/watch?v=-fAH3HgN6E0,WEEKLY VLOG IN SPAIN + LA | Niomi Smart,Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=JaIJ-hubFxw,A Day In Lisbon | Niomi Smart VLOG,Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=WyQHQWNTCyM,"WEEKLY VLOG | Photoshoot, Travel & Beauty | Niomi Smart",Niomi Smart,no,,,,DISCLAIMER This video is not sponsored. All opinions are my own.,,
https://www.youtube.com/watch?v=qgeOnFdjJoA,IS THIS WHAT LIVING IN LA IS LIKE? A NEW 2 MILLION DOLLAR CAR? - VLOG AD,Patricia Bright,yes,,,,Make sure you check out the Clinique - Moisture Surge - http://bit.ly/2w0qgij as they are my fab sponsors xoxox,,
https://www.youtube.com/watch?v=7pw0-ji3-Bs,THIS IS SO EMBARRASSING | PATRICIA BRIGHT |VLOG #1,Patricia Bright,no,,,,none,,
https://www.youtube.com/watch?v=pLajpI9L9fI,WHY WE'VE BEEN GONE... VLOG #3,Patricia Bright,no,,,,none,,
https://www.youtube.com/watch?v=2UffiMaXtZE,I WORE WHITE TO HER WEDDING & GRACE TURNS 1 | PATRICIA BRIGHT - VLOG #2,Patricia Bright,no,,,,none,,
https://www.youtube.com/watch?v=Ao3dVCXKADc,NEW CAMERA & COMPETITION! #AD // Vlog S2E2,Mr Ben Brown,yes,,,,title,,
https://www.youtube.com/watch?v=VZaEIHvElrw,TOTAL DISASTER // Vlog S2E3,Mr Ben Brown,no,,,,none,,
https://www.youtube.com/watch?v=U6wj8RITYis,This Won't Stop Us // Vlog Ep.4,Mr Ben Brown,no,,,,none,,
https://www.youtube.com/watch?v=jtLYyQAIV9U,Why I LOVE Camping in Africa! // Vlog Ep.5,Mr Ben Brown,no,,,,none,,
https://www.youtube.com/watch?v=2_18oF85anE,WHAT I WORE at the British Seaside!! // Whitstable Travel Vlog (AD) | Fashion Mumblr,Fashion Mumblr ,yes,,,,Thank you to South Eastern for collaborating on this video! Discover more here : http://bit.ly/2rdcnza,,
https://www.youtube.com/watch?v=tY5-48dr5Lk,ANTIGUA TRAVEL DIARIES // Fashion Mumblr Vlog,Fashion Mumblr ,yes,,,,This video includes a paid for Advertorial feature with one of my favourite Skincare brands; Garnier - whose products I've used and adored for many years!,,
https://www.youtube.com/watch?v=tAmdHvSPGpU,London Fashion Week Vlog // Blogger Mail Unboxing // FASHION MUMBLR,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=vkH1pwF4vCs&list=PLDr8tvf-Hr2OF1df562L_l-83M0r-jqug&index=6,The Most Incredible Office EVER! (With Puppies and a SLIDE!) | Fashion Mumblr Every Day May,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=8hWpjQbSBr4&list=PLDr8tvf-Hr2OF1df562L_l-83M0r-jqug&index=16,A Weekend in Sicily - Outfit Diaries | Fashion Mumblr Travel Vlog,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=2GhdKhSjB38&list=PLDr8tvf-Hr2OF1df562L_l-83M0r-jqug&index=19,LITERALLY WHAT BLOGGERS DO ALL DAY EVERY DAY!!! | Every Day May | Fashion Mumblr,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=KAyeOXEGF4M&index=31&list=PLDr8tvf-Hr2OF1df562L_l-83M0r-jqug,A Weekend in Scotland! | Fashion Mumblr Weekly Vlog,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=yT7cdFbQxvA&index=36&list=PLDr8tvf-Hr2OF1df562L_l-83M0r-jqug,CHRISTMAS EVE!!!! | Fashion Mumblr Vlogmas,Fashion Mumblr ,no,,,,none,,
https://www.youtube.com/watch?v=xsOey4KRgQc,"a mini vlog: hair routine, little nyc clips | nycbambi (ad)",nycbambi,yes,,,,title,Get 50% off the Vanity Planet Flow Hair Brush Iron here: http://vpwow.com/straight5 Use code at checkout: STRAIGHT5! -,
https://www.youtube.com/watch?v=sbcoXeYCr1U,I LOVE DOING LAUNDRY (A VLOG) | NYCBAMBI,nycbambi,no,,,,none,,
https://www.youtube.com/watch?v=gYvFZtb4ykU,MORNING COFFEE & MOOD BOARDS | NYCBAMBI (VLOG 2),nycbambi,no,,,,none,,
https://www.youtube.com/watch?v=vayPyxg3lE4,JUNE VLOG | a little room tour and lots of chatting,nycbambi,no,,,,none,,
https://www.youtube.com/watch?v=WNRaUPwbxMo,NOT YOUR AVERAGE MONDAY! | Amelia Liana Vlog ad,Amelia Liana ,yes,,,,Sponsored by Kinder Bueno www.facebook.com/buenouk,,
https://www.youtube.com/watch?v=gVUQZyIpepw,A DAY IN MARRAKESH! | Amelia Liana Vlog,Amelia Liana ,no,,,,none,,
https://www.youtube.com/watch?v=f6AwvJa8Nbg,A Day With Guy + Mini Haul! | Amelia Liana,Amelia Liana ,no,,,,none,,
https://www.youtube.com/watch?v=E_JCpYKUSQw,Surprising My Mum in Lake Como! | Amelia Liana Travel Vlog,Amelia Liana ,no,,,,none,,
https://www.youtube.com/watch?v=YDTI4A_Ud50,BACK TO OUR ROUTINE | DAY IN THE LIFE VLOG ad,Emily Norris,yes,,,,"The Valentine's content was kindly sponsored by Walker Books but I whole heartedly recommend this children's book, we have loved it since Fraser was born.",,
https://www.youtube.com/watch?v=CAoFuHXDEOo,A WEEKEND AWAY AS A FAMILY | VLOG,Emily Norris,no,,,,none,,
https://www.youtube.com/watch?v=GnRaWkOktZU,BABIES WITH JETLAG | FIRST DAY IN PUNTA CANA,Emily Norris,no,,,,none,,
https://www.youtube.com/watch?v=I6Ke_RTW8bI,WEEK IN THE LIFE OF ... (& MEETING NINJA TURTLES),Emily Norris,no,,,,) this was not a PR trip we just wanted to visit and love Sensatori Resorts xxx,,
https://www.youtube.com/watch?v=VGqU5OP7smE,A FANCY VLOG AT THE CLARIDGE'S WITH SPECSAVERS! #ad,Dina Tokio,yes,,,,Huge thanks to Specsavers for inviting me!,,
https://www.youtube.com/watch?v=BiCqyELfew0,DYING MY HAIR PINK & MAKING MAC N CHEESE,Dina Tokio,no,,,,none,,
https://www.youtube.com/watch?v=Yky5fImLB8E,MY GRANDAD'S A ROCKSTAR & I'M ON THE NEWS!,Dina Tokio,no,,,,none,,
https://www.youtube.com/watch?v=dNaoQp3dkEU,WHITE PRIVILEGE? MESSY BEDROOM & MY HUSBAND IS BALD!,Dina Tokio,no,,,,none,,
https://www.youtube.com/watch?v=M1XFB0AQt2M,SWEDEN VIDEO DIARY | VLOG | AD,Shirley B. Eniang,yes,,,,"This video is sponsored by Danone, all opinions are my own.",,
https://www.youtube.com/watch?v=6W3uw_BL7HY,Lagos Video Diary | VLOG,Shirley B. Eniang,no,,,,// FTC Disclaimer. Not sponsored.,,
https://www.youtube.com/watch?v=kraOe3apnP0,SPEND THE DAY WITH ME | VLOG,Shirley B. Eniang,no,,,,// FTC Disclaimer. Not sponsored.,,
https://www.youtube.com/watch?v=2TFzxtfZSbg,OUR MALLORCA HOLIDAY 2016 | VLOG,Shirley B. Eniang,no,,,,// FTC Disclaimer. Not sponsored.,,
https://www.youtube.com/watch?v=G6LbbzXBwVQ,COME SHOPPING WITH ME + HAUL: HOMESENSE EDITION | Hello October Vlog | AD,HelloOctoberxo,yes,,,,This video is sponsored by Homesense and I couldn't be more over the moon about it,,
https://www.youtube.com/watch?v=Cj-k6sqxYrU,CHANGING MY HAIR! | Hello October,HelloOctoberxo,no,,,,DISCLAIMER: This video contains no sponsored content.,,
https://www.youtube.com/watch?v=qkNegmlZ26A,MOVING IN! | Hello October Moving Vlogs,HelloOctoberxo,no,,,,DISCLAIMER: This video contains no sponsored content.,,
https://www.youtube.com/watch?v=fJia0HrZdrY,WE HAVE SOMETHING TO TELL YOU... | Hello October Weekly Vlog,HelloOctoberxo,no,,,,DISCLAIMER: This video contains no sponsored content.,,
https://www.youtube.com/watch?v=emXrGeBI3yM,VLOG: Family Day! #LiveMore | ad,Rhiannon Ashlee,yes,,,,This video is sponsored by Very. All opinions and creative input is my own.,,
https://www.youtube.com/watch?v=irAijtlkA4s,DELILAH'S NAMING | VLUNE,Rhiannon Ashlee,no,,,,none,,
https://www.youtube.com/watch?v=E_NnShhfXqA,INVISALIGN EXPERIENCE - WEEK IN THE LIFE VLOG #ad,Luke Franks,yes,,,,"Massive thank you to Invisalign, can not thank you guys enough, it was super easy and I'm really happy with how it turned out. Their links are below if you want to find out more!",,
https://www.youtube.com/watch?v=FrSpXIgMdT0,FREAKING OUT AT THORPE PARK FRIGHT NIGHT,Luke Franks,no,,,,none,,
https://www.youtube.com/watch?v=excya0f_3ig,SEGWAYS IN MARBELLA | Luke Franks | Thomson Scene Advertorial,Luke Franks,yes,,,,"Thomson Scene sent Jackson and I off on holiday to Croatia, Majorca & Marbella, thanks for having us, had an awesome time x",This is a paid for advertorial,
https://www.youtube.com/watch?v=jmBm7SVDg_8,SUMMER IN THE CITY (SITC) 2016 ADVENTURES,Luke Franks,no,,,,none,,
https://www.youtube.com/watch?v=OcZp70tK9Wc,SUMMER IN THE CITY 2015 VLOG,Luke Franks,no,,,,none,,
https://www.youtube.com/watch?v=onoHSvE5PGg,I'M SLEEPING WITH MY BARBER ||SPIDERMAN CHALLENGE || VLOG 46 #AD,Joe and Ida,yes,,,,#Ad in title,,
https://www.youtube.com/watch?v=8FLtwsoxdaw,MY BABY IS WHITE?!,Joe and Ida,no,,,,none,,
https://www.youtube.com/watch?v=almVJ66wxvA,MEET MY SUGAR MOMMA!!!,Joe and Ida,no,,,,none,,
https://www.youtube.com/watch?v=1HyZ8XnF_L8,WE MET ED SHEERAN || VLOG 47,Joe and Ida,no,,,,none,,
https://www.youtube.com/watch?v=ufT_7Q9PNm0,VLOG: CAPITAL SUMMERTIME BALL 2016 - AD | LucyAndLydia,LucyAndLydia,yes,,,,This is a Paid For Advertorial. We had the best day thanks to @VodafoneUK at the Future Breakers Live pre-party and Capital's Summertime Ball!,,
https://www.youtube.com/watch?v=o1Hh3hojAiY,VLOG: V FESTIVAL 2016 | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=XtR8SBInpaY,WEEKLY VLOG: JUSTIN BIEBER PURPOSE TOUR & CAPITAL JINGLE BELL BALL | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=9KiY9tkXtO0,VLOG: LITTLE MIX 'GET WEIRD TOUR' LONDON SHOW | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=qdfgCeZtL4w&index=19&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,WE STAYED IN A CABIN! GIRLS TRIP AWAY WITH NINA RICCI - AD | LucyAndLydia,LucyAndLydia,yes,,,,This is a Paid For Advertorial. Thank-you Nina Ricci for working with us on this video!,,
https://www.youtube.com/watch?v=Va7kFIYZZT4&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1&index=38,THE X FACTOR: HOUSE TOUR & MEETING THE CONTESTANTS - AD | LucyAndLydia,LucyAndLydia,yes,,,,This is a Paid For Advertorial. We had so much fun going to The X Factor contestants house,,
https://www.youtube.com/watch?v=IQKuF1L-EUo&index=49&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,VLOG: SHOPPING IN NORWICH & SINGING ANNIE - AD | LucyAndLydia,LucyAndLydia,yes,,,,This is a paid for advertorial. Thank-you to Sony for working with us on this video.,,
https://www.youtube.com/watch?v=9JeD4ys7SZ0&index=2&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,"BACK HOME, DISNEY DESCENDANTS 2 & KENNY ORTEGA TAUGHT US TO DANCE | LucyAndLydia",LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=j0iG6I82ujA&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1&index=3,NEW HAIR REVEAL & THE BIGGEST PO BOX OPENING - WEEKLY VLOG | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=TYZkl9CpEGY&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1&index=4,V FESTIVAL FUN & EXCITING DELIVERIES - WEEKLY VLOG | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=Taa_4eKOAFs&index=5&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,MEETING YOU AT SUMMER IN THE CITY - WEEKLY VLOG | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=Agiw583IYhY&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1&index=6,YOUTUBER PARTY ON THE ISLAND - WEEKLY VLOG | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=2o9oZ5m5L9c&index=7&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,PHOTOSHOOT WITH LINDA BLACKER & SEEING ADELE - WEEKLY VLOG | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=B-70SMrHFgE&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1&index=8,BEHIND THE SCENES OF OUR MUSIC VIDEO | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=81owzGuy5Wg&index=9&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,FULL OF SURPRISES IN PARIS | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=j38PcKK30ZM&index=10&list=PLHGT2lSFsd7cNV2-HI5tU_iRq8hQj60a1,TODRICK HALL STRAIGHT OUTTA OZ SHOW IN LONDON | LucyAndLydia,LucyAndLydia,no,,,,none,,
https://www.youtube.com/watch?v=AAnTP5c06mM,MEET MY FAMILY! Summer In The City Vlog ad,TalkBeckyTalk,yes,,,,"Thanks so much to Max Factor for taking me and sponsoring this video, I feel so lucky to have gone!",,
https://www.youtube.com/watch?v=JyJHS0Kxggo,A DAY IN MY LIFE | Talk Becky Talk,TalkBeckyTalk,no,,,,This is not a sponsored video,,
https://www.youtube.com/watch?v=vW-NrUPGqOo,ONE OF THE BEST DAYS OF MY LIFE | Talk Becky Talk,TalkBeckyTalk,no,,,,This is not a sponsored video,,
https://www.youtube.com/watch?v=Z8ylnVus2Gk,DATE NIGHT | What My Fiancé REALLY Does!,TalkBeckyTalk,no,,,,This is not a sponsored video,,
https://www.youtube.com/watch?v=n5Y3Fphlh8M,VLOG Mexico | Freddy My Love ad,Freddy My Love,yes,,,,title,,
https://www.youtube.com/watch?v=j9fESKTk9So,VLOG: New York | Freddy My Love,Freddy My Love,no,,,,none,,
https://www.youtube.com/watch?v=GcRPUhw05WU&index=7&list=PLs1KZhgymfBQZBQHYRdO8wS8VB6GC9Ujw,VLOG: Christmas ♥ | Freddy My Love,Freddy My Love,no,,,,none,,
https://www.youtube.com/watch?v=3ATyy4YVlwA&index=8&list=PLs1KZhgymfBQZBQHYRdO8wS8VB6GC9Ujw,Very Haul & The X Factor Vlog | Freddy My Love ad,Freddy My Love,yes,,,,This is a paid for advertorial- thank you so much to Very for working with me on this video!,,
https://www.youtube.com/watch?v=EsEuMPhyY8o,Exploring Bristol! // travel vlog #ad [CC],Kayley Hyde,yes,,,,"Shout out to Great Western Railways for sending me to Bristol to explore and share it with you guys! I hope some of my UK followers manage to find some of these tickets in a indie bookshop, train or train station near you!",,
https://www.youtube.com/watch?v=ZW58nWEukTo&list=PLCykWF5JzuurHoTf1_MjAGRZXDAJf-4WS,32 Hours in VIENNA! [CC],Kayley Hyde,no,,,,none,,
https://www.youtube.com/watch?v=SqzlvsHsuPY&list=PLCykWF5JzuuqLKOmxHo0Qe0gs8DZmroAk,"TARGET, MOVING & A LITTLE HAUL // weekly vlog 01",Kayley Hyde,no,,,,none,,
https://www.youtube.com/watch?v=lGKnujifsXM&list=PLCykWF5JzuuqLKOmxHo0Qe0gs8DZmroAk&index=2,TIME WITH KASSIE & MELTING // weekly vlog 02,Kayley Hyde,no,,,,none,,
https://www.youtube.com/watch?v=O3yAFsWZehY,VLOG | Visiting Copenhagen On A Budget + Bike Fails! | Kristabel | AD,Kristabel,yes,,,,Today I'm working with Hoppa who challenged me to spend 48 hours in Copenhagen on a budget! I,,
https://www.youtube.com/watch?v=0g_NXZNovHU,"VLOG | I'm 30! Deep Chats, Photoshoots & Blogging In London! | Kristabel",Kristabel,no,,,,none,,
https://www.youtube.com/watch?v=C4WnL6n32f0,VLOG | A Surprise Proposal & All The #BlackGirlMagic! | Kristabel,Kristabel,no,,,,none,,
https://www.youtube.com/watch?v=v2vlzTHQn6M,VLOG | I Need To Sort My Business Out! | Kristabel,Kristabel,no,,,,none,,
https://www.youtube.com/watch?v=2FP2AEE5DUg,Posh Vlog: ad Puddletown & Chocolate with Katie & Andrew!,Katie Snooks ,yes,,,,* Contains paid for advertorial but all thoughts are still my own!,,
https://www.youtube.com/watch?v=P6FeiyypOUQ,I WAS NAUGHTY ON HOLIDAY | Weekly Vlog #20,Katie Snooks ,no,,,,none,,
https://www.youtube.com/watch?v=rYb5hKIYWK0,DECLUTTERING + MY PIERCINGS | Weekly Vlog #19,Katie Snooks ,no,,,,none,,
https://www.youtube.com/watch?v=ISG4uBbhGtE,I THINK THERE'S SOMETHING WRONG WITH ME | Weekly Vlog #18,Katie Snooks ,no,,,,none,,
https://www.youtube.com/watch?v=ZwmsLWC0eXA,SEEING MY WALK IN WARDROBE FOR THE FIRST TIME EVER!! MOVING VLOG #4 AD,Emily Canham,yes,,,,"This video is kindly sponsored by Bourjois, all opinions and the video concept are my own. Some items may be linked using affiliate links, these are marked with *.",,
https://www.youtube.com/watch?v=oykttooqNOY,MOVING VLOG 1 | GETTING MY KEYS & UNPACKING MY KITCHEN! KITCHEN ROOM TOUR,Emily Canham,no,,,,"This video is not sponsored and all opinions are my own. Some items may be linked using affiliate links, these are marked with *.",,
https://www.youtube.com/watch?v=4tXF7w1Nbhk,"MOVING VLOG #2 | EVERYTHING IS PINK, A HOUSE TOUR OF WHAT I'VE DONE SO FAR+ BUILDING IKEA FURNITURE!",Emily Canham,no,,,,"This video is not sponsored and all opinions are my own. Some items may be linked using affiliate links, these are marked with *.",,
https://www.youtube.com/watch?v=JGOVX8sjkXQ,UNPACKING MY MAKEUP COLLECTION | GLAM ROOM ORGANISATION! MOVING VLOG #3,Emily Canham,no,,,,"This video is not sponsored and all opinions are my own. Some items may be linked using affiliate links, these are marked with *.",,